CustomerID,Region,City,Billing Account,Department,Emp ID,Full Name,Phone Number,Plan ID,Plan Name,Max Reg Min,Max Intl Min,Max Text,Max Data,Max Intl Data,Bill Plan Charge,Period Date,Period Year Month,Period Year,Period Month,Total Bill,Total Overrages,Overrage Bands,Excess Reg Min,Excess Reg Min Cost,Excess Intl Min,Excess Intl Min Cost,Excess Text,Excess Text Cost,Excess Data,Excess Data Cost,Excess Intl Data,Excess Intl Data Cost,Regular Minutes,International Minutes,Text,Data,International Data,Dept,Product,Customer Identifier,Company Name
8000,NA,Singapore,515814710,Sales,32,Paul Scholes,9787-6031,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,156.19,74.19,50 to 74,404,64.64,4,8,31,1.55,0,0,0,0,804,4,1531,3.01,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,33,Roy Keane,9787-6032,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,199.9,97.9,75 to 99,0,0,22,44,0,0,5.39,53.9,0,0,130,22,1547,12.39,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,33,Roy Keane,9787-6032,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,203.8,101.8,More than 100,0,0,21,42,0,0,5.98,59.8,0,0,487,21,833,12.98,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,33,Roy Keane,9787-6032,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,162.2,60.2,50 to 74,0,0,28,56,0,0,0.42,4.2,0,0,146,28,1207,7.42,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,34,Dwight Yorke,9787-6033,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,300,198,More than 100,0,0,45,90,0,0,10.8,108,0,0,178,45,1279,17.8,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,34,Dwight Yorke,9787-6033,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,284.52,182.52,More than 100,57,9.12,29,58,0,0,11.54,115.4,0,0,857,29,269,18.54,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,34,Dwight Yorke,9787-6033,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,175.8,73.8,50 to 74,0,0,16,32,0,0,4.18,41.8,0,0,385,16,1108,11.18,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,35,Dennis Bergkamp,9787-6034,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,196,94,75 to 99,0,0,47,94,0,0,0,0,0,0,481,47,579,2.86,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,35,Dennis Bergkamp,9787-6034,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,276.6,174.6,More than 100,0,0,23,46,0,0,12.86,128.6,0,0,219,23,135,19.86,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,35,Dennis Bergkamp,9787-6034,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,235.9,133.9,More than 100,0,0,27,54,0,0,7.99,79.9,0,0,639,27,753,14.99,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,36,David Ginola,9787-6035,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,160.4,78.4,75 to 99,0,0,39,78,0,0,0.04,0.4,0,0,350,39,611,5.04,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,36,David Ginola,9787-6035,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,287.3,205.3,More than 100,0,0,32,64,0,0,14.13,141.3,0,0,237,32,492,19.13,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,36,David Ginola,9787-6035,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,169.1,87.1,75 to 99,0,0,4,8,98,4.9,7.42,74.2,0,0,234,4,1598,12.42,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,37,Zola,9787-6036,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,141.1,39.1,25 to 49,0,0,14,28,0,0,1.11,11.1,0,0,339,14,1049,8.11,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,37,Zola,9787-6036,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,136,34,25 to 49,0,0,17,34,0,0,0,0,0,0,724,17,1368,6.23,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,37,Zola,9787-6036,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,247.8,145.8,More than 100,0,0,33,66,0,0,7.98,79.8,0,0,165,33,591,14.98,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,38,Willian,9787-6037,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,243,141,More than 100,0,0,50,100,0,0,4.1,41,0,0,191,50,1047,11.1,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,38,Willian,9787-6037,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,130,28,25 to 49,0,0,14,28,0,0,0,0,0,0,205,14,1498,6.12,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,38,Willian,9787-6037,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,200,98,75 to 99,0,0,49,98,0,0,0,0,0,0,385,49,314,3.74,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,39,Aguero,9787-6038,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,128,26,25 to 49,0,0,13,26,0,0,0,0,0,0,729,13,1181,2.34,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,39,Aguero,9787-6038,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,225.1,123.1,More than 100,0,0,1,2,0,0,12.11,121.1,0,0,765,1,1150,19.11,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,39,Aguero,9787-6038,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,232.9,130.9,More than 100,0,0,37,74,0,0,5.69,56.9,0,0,232,37,393,12.69,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,40,Ryan Giggs,9787-6039,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,222,140,More than 100,0,0,35,70,0,0,7,70,0,0,164,35,549,12,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,40,Ryan Giggs,9787-6039,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,136.8,54.8,50 to 74,0,0,6,12,0,0,4.28,42.8,0,0,379,6,658,9.28,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,40,Ryan Giggs,9787-6039,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,271.2,189.2,More than 100,0,0,24,48,0,0,14.12,141.2,0,0,259,24,762,19.12,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,41,Andy Cole,9787-6040,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,251.8,189.8,More than 100,0,0,20,40,0,0,14.98,149.8,0,0,53,20,666,18.98,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,41,Andy Cole,9787-6040,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,177.8,115.8,More than 100,515,82.4,13,26,0,0,0.74,7.4,0,0,815,13,325,4.74,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,41,Andy Cole,9787-6040,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,163.7,101.7,More than 100,0,0,22,44,0,0,5.77,57.7,0,0,258,22,191,9.77,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,42,Zlatan Ibrahimovic,9787-6041,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,84,22,1 to 24,0,0,11,22,0,0,0,0,0,0,251,11,1001,2.44,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,42,Zlatan Ibrahimovic,9787-6041,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,342.06,280.06,More than 100,381,60.96,30,60,0,0,15.91,159.1,0,0,681,30,264,19.91,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,42,Zlatan Ibrahimovic,9787-6041,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,191.42,129.42,More than 100,202,32.32,20,40,214,10.7,4.64,46.4,0,0,502,20,1414,8.64,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,43,Ronaldo,9787-6042,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,201.92,139.92,More than 100,142,22.72,30,60,0,0,5.72,57.2,0,0,442,30,503,9.72,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,43,Ronaldo,9787-6042,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,320.34,258.34,More than 100,439,70.24,30,60,0,0,12.81,128.1,0,0,739,30,384,16.81,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,43,Ronaldo,9787-6042,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,278.1,216.1,More than 100,0,0,45,90,0,0,12.61,126.1,0,0,94,45,448,16.61,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,44,Pepe,9787-6043,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,293.28,211.28,More than 100,123,19.68,44,88,0,0,10.36,103.6,0,0,523,44,1408,15.36,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,44,Pepe,9787-6043,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,167.2,85.2,75 to 99,0,0,9,18,0,0,6.72,67.2,0,0,84,9,743,11.72,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,44,Pepe,9787-6043,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,234.88,152.88,More than 100,368,58.88,47,94,0,0,0,0,0,0,768,47,856,3.52,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,45,Ramos,9787-6044,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,161.26,99.26,75 to 99,126,20.16,39,78,22,1.1,0,0,0,0,426,39,1222,2.79,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,45,Ramos,9787-6044,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,294.21,232.21,More than 100,546,87.36,42,84,337,16.85,4.4,44,0,0,846,42,1537,8.4,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,45,Ramos,9787-6044,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,303.7,241.7,More than 100,490,78.4,6,12,168,8.4,14.29,142.9,0,0,790,6,1368,18.29,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,46,Mesut Ozil,9787-6045,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,172.64,110.64,More than 100,204,32.64,39,78,0,0,0,0,0,0,504,39,1026,3.19,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,46,Mesut Ozil,9787-6045,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,367.83,305.83,More than 100,558,89.28,34,68,73,3.65,14.49,144.9,0,0,858,34,1273,18.49,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,46,Mesut Ozil,9787-6045,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,271.62,209.62,More than 100,322,51.52,17,34,0,0,12.41,124.1,0,0,622,17,747,16.41,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,47,Thomas Muller,9787-6046,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,313,251,More than 100,295,47.2,28,56,0,0,14.78,147.8,0,0,595,28,417,18.78,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,47,Thomas Muller,9787-6046,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,136,74,50 to 74,0,0,18,36,0,0,3.8,38,0,0,102,18,491,7.8,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,47,Thomas Muller,9787-6046,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,124,62,50 to 74,0,0,31,62,0,0,0,0,0,0,242,31,756,2.17,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,48,Jurgen Klinsmann,9787-6047,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,161,79,75 to 99,0,0,17,34,0,0,4.5,45,0,0,303,17,292,9.5,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,48,Jurgen Klinsmann,9787-6047,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,240,158,More than 100,95,15.2,20,40,0,0,10.28,102.8,0,0,495,20,466,15.28,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,48,Jurgen Klinsmann,9787-6047,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,196,114,More than 100,0,0,37,74,0,0,4,40,0,0,97,37,1097,9,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,49,Wes Brown,9787-6048,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,268.44,206.44,More than 100,469,75.04,46,92,0,0,3.94,39.4,0,0,769,46,997,7.94,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,49,Wes Brown,9787-6048,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,68,6,1 to 24,0,0,3,6,0,0,0,0,0,0,244,3,292,2.57,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,49,Wes Brown,9787-6048,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,170.9,108.9,More than 100,300,48,24,48,44,2.2,1.07,10.7,0,0,600,24,1244,5.07,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,50,Gary Neville,9787-6049,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,189.12,127.12,More than 100,142,22.72,18,36,0,0,6.84,68.4,0,0,442,18,589,10.84,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,50,Gary Neville,9787-6049,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,203.74,141.74,More than 100,74,11.84,10,20,0,0,10.99,109.9,0,0,374,10,1192,14.99,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,50,Gary Neville,9787-6049,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,328.38,266.38,More than 100,228,36.48,44,88,0,0,14.19,141.9,0,0,528,44,760,18.19,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,51,Phil Neville,9787-6050,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,264.26,202.26,More than 100,246,39.36,25,50,0,0,11.29,112.9,0,0,546,25,233,15.29,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,51,Phil Neville,9787-6050,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,226.54,164.54,More than 100,419,67.04,32,64,240,12,2.15,21.5,0,0,719,32,1440,6.15,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,51,Phil Neville,9787-6050,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,186.4,124.4,More than 100,0,0,20,40,286,14.3,7.01,70.1,0,0,295,20,1486,11.01,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,52,Ruud Van Nistelrooy,9787-6051,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,191.05,109.05,More than 100,0,0,5,10,35,1.75,9.73,97.3,0,0,191,5,1535,14.73,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,52,Ruud Van Nistelrooy,9787-6051,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,192.3,110.3,More than 100,0,0,46,92,0,0,1.83,18.3,0,0,351,46,315,6.83,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,52,Ruud Van Nistelrooy,9787-6051,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,365.82,283.82,More than 100,352,56.32,47,94,0,0,13.35,133.5,0,0,752,47,525,18.35,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,53,Karim Benzema,9787-6052,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,229.6,167.6,More than 100,0,0,43,86,0,0,8.16,81.6,0,0,282,43,1100,12.16,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,53,Karim Benzema,9787-6052,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,220.2,158.2,More than 100,210,33.6,46,92,0,0,3.26,32.6,0,0,510,46,148,7.26,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,53,Karim Benzema,9787-6052,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,300.09,238.09,More than 100,259,41.44,47,94,365,18.25,8.44,84.4,0,0,559,47,1565,12.44,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,54,Messi,9787-6053,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,266.76,204.76,More than 100,161,25.76,15,30,0,0,14.9,149,0,0,461,15,324,18.9,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,54,Messi,9787-6053,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,255.9,193.9,More than 100,595,95.2,39,78,0,0,2.07,20.7,0,0,895,39,1026,6.07,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,54,Messi,9787-6053,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,222.68,160.68,More than 100,588,94.08,20,40,0,0,2.66,26.6,0,0,888,20,872,6.66,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,55,Luis Figo,9787-6054,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,284.72,222.72,More than 100,407,65.12,30,60,0,0,9.76,97.6,0,0,707,30,909,13.76,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,55,Luis Figo,9787-6054,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,300.06,238.06,More than 100,551,88.16,13,26,0,0,12.39,123.9,0,0,851,13,737,16.39,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,55,Luis Figo,9787-6054,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,312.67,250.67,More than 100,147,23.52,38,76,289,14.45,13.67,136.7,0,0,447,38,1489,17.67,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,56,Zidane,9787-6055,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,141.84,59.84,50 to 74,249,39.84,10,20,0,0,0,0,0,0,649,10,1359,1.84,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,56,Zidane,9787-6055,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,201.1,119.1,More than 100,0,0,19,38,0,0,8.11,81.1,0,0,173,19,216,13.11,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,56,Zidane,9787-6055,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,139.76,57.76,50 to 74,61,9.76,24,48,0,0,0,0,0,0,461,24,161,1.9,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,57,Roberto Baggio,9787-6056,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,163.22,101.22,More than 100,237,37.92,23,46,346,17.3,0,0,0,0,537,23,1546,1.89,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,57,Roberto Baggio,9787-6056,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,268.9,206.9,More than 100,0,0,49,98,0,0,10.89,108.9,0,0,268,49,990,14.89,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,57,Roberto Baggio,9787-6056,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,297.14,235.14,More than 100,349,55.84,50,100,0,0,7.93,79.3,0,0,649,50,1042,11.93,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,58,Andre Pirlo,9787-6057,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,123.25,61.25,50 to 74,0,0,26,52,185,9.25,0,0,0,0,124,26,1385,1.02,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,58,Andre Pirlo,9787-6057,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,268.02,206.02,More than 100,392,62.72,32,64,0,0,7.93,79.3,0,0,692,32,1009,11.93,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,58,Andre Pirlo,9787-6057,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,167.04,105.04,More than 100,234,37.44,33,66,0,0,0.16,1.6,0,0,534,33,895,4.16,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,59,Davor Suker,9787-6058,4,iReg,300,0,1200,4,0,62,4/1/2016,201604,2016,4,244.36,182.36,More than 100,331,52.96,20,40,240,12,7.74,77.4,0,0,631,20,1440,11.74,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,59,Davor Suker,9787-6058,4,iReg,300,0,1200,4,0,62,5/1/2016,201605,2016,5,316.24,254.24,More than 100,579,92.64,14,28,0,0,13.36,133.6,0,0,879,14,1089,17.36,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,59,Davor Suker,9787-6058,4,iReg,300,0,1200,4,0,62,6/1/2016,201606,2016,6,206.35,144.35,More than 100,0,0,34,68,157,7.85,6.85,68.5,0,0,256,34,1357,10.85,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,60,David Seaman,9787-6059,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,108.72,26.72,25 to 49,17,2.72,12,24,0,0,0,0,0,0,417,12,1194,2.46,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,60,David Seaman,9787-6059,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,120.48,38.48,25 to 49,28,4.48,17,34,0,0,0,0,0,0,428,17,1446,4.13,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,60,David Seaman,9787-6059,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,197.6,115.6,More than 100,240,38.4,28,56,0,0,2.12,21.2,0,0,640,28,265,7.12,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,61,Andres Kopke,9787-6060,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,171.32,129.32,More than 100,342,54.72,27,54,0,0,2.06,20.6,0,0,542,27,231,5.06,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,61,Andres Kopke,9787-6060,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,268.62,226.62,More than 100,507,81.12,4,8,44,2.2,13.53,135.3,0,0,707,4,1044,16.53,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,61,Andres Kopke,9787-6060,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,120,78,75 to 99,0,0,39,78,0,0,0,0,0,0,142,39,142,1.21,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,62,David James,9787-6061,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,119.55,77.55,75 to 99,0,0,10,20,517,25.85,3.17,31.7,0,0,102,10,1517,6.17,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,62,David James,9787-6061,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,87.92,45.92,25 to 49,237,37.92,4,8,0,0,0,0,0,0,437,4,360,1.15,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,62,David James,9787-6061,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,144.1,102.1,More than 100,245,39.2,7,14,0,0,4.89,48.9,0,0,445,7,834,7.89,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,63,Peter Schmeichel,9787-6062,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,313.2,271.2,More than 100,485,77.6,46,92,222,11.1,9.05,90.5,0,0,685,46,1222,12.05,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,63,Peter Schmeichel,9787-6062,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,282.76,240.76,More than 100,416,66.56,17,34,390,19.5,12.07,120.7,0,0,616,17,1390,15.07,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,63,Peter Schmeichel,9787-6062,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,184.22,142.22,More than 100,327,52.32,10,20,402,20.1,4.98,49.8,0,0,527,10,1402,7.98,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,64,Cantona,9787-6063,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,242.56,160.56,More than 100,286,45.76,9,18,0,0,9.68,96.8,0,0,686,9,1295,14.68,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,64,Cantona,9787-6063,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,222.34,140.34,More than 100,79,12.64,45,90,0,0,3.77,37.7,0,0,479,45,876,8.77,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,64,Cantona,9787-6063,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,161.44,79.44,75 to 99,34,5.44,37,74,0,0,0,0,0,0,434,37,902,2.94,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,65,Damian Duff,9787-6064,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,344.76,302.76,More than 100,636,101.76,30,60,0,0,14.1,141,0,0,836,30,762,17.1,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,65,Damian Duff,9787-6064,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,266.4,224.4,More than 100,0,0,39,78,0,0,14.64,146.4,0,0,100,39,836,17.64,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,65,Damian Duff,9787-6064,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,243.62,201.62,More than 100,467,74.72,50,100,538,26.9,0,0,0,0,667,50,1538,2.5,0,Sales,Mobile,197501877H,Accenture
